Name,Status,Class,Gender,Race,Ability,Eyes,Strength,Intelligence,Attractiveness,Tech Skill,Cool,Credits,Credit Yield,Opened Vault,Rarity
Character #1021,First Citizen,Developer,Female,Human,None,Tired,97,45,51,44,73,439,Low,True,914
Character #1022,First Citizen,Club Owner,Female,Human,None,Skeptical,92,34,17,35,72,580,Mid,True,940
Character #1023,First Citizen,Builder,Male,Human,None,Sad,47,32,92,11,80,297,Low,True,1716
Character #1024,First Citizen,Chat Support,Male,Human,None,Suspicious,96,16,38,71,94,292,Low,True,1473
Character #1025,First Citizen,Cyber Ninja,Male,Human,None,Sad,98,84,60,62,51,878,Mid,True,402
Character #1026,First Citizen,NFT Artist,Male,Human,None,Scar,63,83,58,83,50,875,Mid,True,353
Character #1027,First Citizen,Worker,Female,Ape,Shield,Demon Eyes,55,16,66,21,57,299,Low,True,123
Character #1028,First Citizen,Corporate,Female,Mutant,None,Angry,57,50,84,84,66,438,Low,False,491
Character #1029,First Citizen,Builder,Female,Android,None,Skeptical,20,58,71,69,84,290,Low,True,1239
Character #1030,First Citizen,Tech Runner,Male,Human,None,Skeptical,55,69,34,68,82,589,Mid,True,854
Character #1031,First Citizen,Developer,Male,Mutant,None,Cyborg,30,90,51,56,61,441,Low,True,498
Character #1032,First Citizen,Chat Support,Female,Human,None,Scar,88,36,18,69,14,298,Low,True,1910
Character #1033,First Citizen,Chat Support,Female,Human,None,Scar,22,18,61,12,52,298,Low,True,1997
Character #1034,First Citizen,Samurai,Female,Human,None,Tired,43,35,22,11,36,586,Mid,True,1562
Character #1035,First Citizen,Chef,Male,Mutant,None,Bloodshot,70,73,37,97,23,442,Low,True,610
Character #1036,First Citizen,Assistant,Female,Android,None,Tired,51,68,29,93,54,296,Low,True,1267
Character #1037,First Citizen,Officer,Male,Human,None,Cyborg,18,85,38,96,71,442,Low,True,603
Character #1038,First Citizen,Grunt,Male,Human,None,Sad,23,11,94,64,52,297,Low,True,1809
Character #1039,First Citizen,Worker,Male,Human,None,Scar,47,44,61,33,94,291,Low,False,1530
Character #1040,First Citizen,Assistant,Female,Mutant,None,Tired,21,48,23,13,69,291,Low,True,1885
Character #1041,First Citizen,Worker,Female,Android,None,Skeptical,67,21,14,18,44,299,Low,True,1933
Character #1042,First Citizen,Corporate,Female,Human,None,Sad,40,13,82,66,89,443,Low,True,782
Character #1043,First Citizen,Scavenger,Female,Human,None,Paranoid,75,97,51,38,34,441,Low,True,702
Character #1044,First Citizen,Assistant,Female,Human,None,Focused,88,51,19,20,51,290,Low,True,1855
Character #1045,First Citizen,Builder,Female,Android,None,Focused,62,64,42,66,99,292,Low,True,1053
Character #1046,First Citizen,Grunt,Female,Human,None,Suspicious,79,48,52,40,68,294,Low,True,1585
Character #1047,First Citizen,Driver,Female,Mutant,None,Angry,11,23,32,92,62,297,Low,True,1725
Character #1048,First Citizen,Bartender,Female,Human,None,Glowing,10,39,14,12,63,297,Low,True,579
Character #1049,First Citizen,Mercenary,Female,Mutant,None,Grumpy,84,79,50,64,56,580,Mid,True,495
Character #1050,First Citizen,Developer,Female,Ape,Ghost Walk,Tired,99,74,14,67,46,437,Low,True,133
Character #1051,First Citizen,Worker,Female,Human,None,Skeptical,26,36,25,95,58,293,Low,True,1757
Character #1052,First Citizen,Cyberstreet Trader,Male,Mutant,None,Suspicious,68,20,21,38,36,589,Mid,False,1399
Character #1053,First Citizen,Chat Support,Female,Android,None,Bloodshot,67,15,45,44,43,291,Low,True,1865
Character #1054,First Citizen,Club Promoter,Female,Human,None,Grumpy,72,26,77,63,22,436,Low,True,1159
Character #1055,First Citizen,Driver,Female,Human,None,Suspicious,72,35,36,22,86,293,Low,True,1831
Character #1056,First Citizen,Driver,Female,Mutant,None,Sad,24,32,64,96,54,291,Low,True,1470
Character #1057,First Citizen,Club Promoter,Male,Android,None,Tired,43,25,19,55,23,438,Low,True,1596
Character #1058,First Citizen,Officer,Male,Android,Dead Eye,Angry,48,37,98,32,98,435,Low,True,370
Character #1059,First Citizen,Tech Runner,Female,Human,None,Demon Eyes,14,91,71,40,49,583,Mid,True,333
Character #1060,First Citizen,Assistant,Male,Human,None,Tired,22,55,73,23,68,295,Low,True,1789
Character #1061,First Citizen,Market Whale,Male,Human,None,Focused,99,90,79,93,86,1450,High,True,107
Character #1062,First Citizen,Worker,Female,Human,None,Paranoid,23,55,99,13,80,298,Low,True,1598
Character #1063,First Citizen,Assistant,Male,Mutant,None,Bloodshot,60,99,62,71,65,296,Low,False,863
Character #1064,First Citizen,Chat Support,Male,Android,None,Paranoid,59,57,66,10,86,298,Low,True,1505
Character #1065,First Citizen,Cyberstreet Trader,Female,Human,None,Suspicious,65,71,50,40,73,581,Mid,True,942
Character #1066,First Citizen,Driver,Female,Human,None,Angry,61,61,58,92,77,293,Low,True,1171
Character #1067,First Citizen,Corporate,Female,Human,None,Tired,96,36,39,38,10,439,Low,True,1139
Character #1068,First Citizen,Grunt,Male,Ape,Hard Gut,Bloodshot,28,75,43,75,61,298,Low,True,228
Character #1069,First Citizen,Officer,Male,Human,None,Sad,43,33,41,14,28,443,Low,True,1923
Character #1070,First Citizen,Grunt,Female,Mutant,None,Paranoid,32,79,31,75,85,290,Low,False,1161
Character #1071,First Citizen,Chef,Female,Human,None,Grumpy,54,46,86,42,17,443,Low,True,1017
Character #1072,First Citizen,Chef,Male,Mutant,None,Suspicious,88,78,42,62,24,436,Low,True,626
Character #1073,First Citizen,Worker,Female,Human,None,Tired,85,56,13,65,13,291,Low,True,1796
Character #1074,First Citizen,Developer,Female,Ape,Locksmith,Scar,26,55,54,82,89,437,Low,True,222
Character #1075,First Citizen,Punk,Female,Human,None,Robot,94,38,56,31,48,441,Low,True,663
Character #1076,First Citizen,Officer,Female,Human,None,Tired,98,73,14,33,13,438,Low,True,1554
Character #1077,First Citizen,Officer,Male,Human,None,Focused,89,70,94,18,88,440,Low,True,787
Character #1078,First Citizen,Grunt,Female,Mutant,None,Tired,55,61,19,38,21,296,Low,True,1813
Character #1079,First Citizen,Mercenary,Female,Ape,Weapon Check,Focused,18,16,93,84,17,584,Mid,True,316
Character #1080,First Citizen,Driver,Female,Human,None,Glowing,65,43,13,59,29,298,Low,True,471
Character #1081,First Citizen,Tech Runner,Female,Mutant,None,Sad,38,42,44,27,98,588,Mid,True,961
Character #1082,First Citizen,Grunt,Male,Human,None,Angry,27,42,99,53,34,294,Low,True,1715
Character #1083,First Citizen,Scavenger,Female,Human,None,Scar,99,85,13,74,33,439,Low,True,653
Character #1084,First Citizen,Samurai,Male,Albino,None,Tired,18,86,68,31,58,580,Mid,True,494
Character #1085,First Citizen,Club Promoter,Female,Human,None,Suspicious,69,26,18,51,36,439,Low,True,1610
Character #1086,First Citizen,Exectuive,Female,Human,None,Grumpy,78,70,60,60,82,870,Mid,True,296
Character #1087,First Citizen,Builder,Male,Human,None,Focused,46,45,32,60,15,298,Low,True,1945
Character #1088,First Citizen,Market Whale,Male,Human,None,Angry,96,71,97,95,70,1450,High,True,110
Character #1089,First Citizen,Market Whale,Male,Human,None,Angry,78,95,99,90,98,1459,High,True,100
Character #1090,First Citizen,Corporate,Female,Android,None,Angry,87,30,31,61,73,439,Low,True,687
Character #1091,First Citizen,Samurai,Male,Mutant,None,Sad,71,32,65,94,90,588,Mid,True,474
Character #1092,First Citizen,Chef,Male,Human,None,Grumpy,59,28,86,83,93,444,Low,True,573
Character #1093,First Citizen,Worker,Female,Mutant,None,Angry,35,81,76,87,32,298,Low,True,1020
Character #1094,First Citizen,Cook,Male,Ape,Dead Eye,Suspicious,20,19,23,58,13,299,Low,True,453
Character #1095,First Citizen,Chat Support,Male,Mutant,None,Angry,88,36,44,56,16,295,Low,True,1616
Character #1096,First Citizen,Mercenary,Male,Ape,Shield,Angry,32,82,33,90,71,587,Mid,True,164
Character #1097,First Citizen,Builder,Male,Human,None,Grumpy,43,70,19,20,77,299,Low,True,1846
Character #1098,First Citizen,Samurai,Male,Human,None,Grumpy,82,51,88,33,48,583,Mid,True,686
Character #1099,First Citizen,Grunt,Male,Albino,Weapon Check,Sad,20,22,67,56,44,297,Low,True,406
Character #1100,First Citizen,Club Owner,Female,Human,None,Angry,80,61,80,79,35,586,Mid,True,576
Character #1101,First Citizen,Chat Support,Female,Mutant,None,Tired,98,32,29,69,10,299,Low,True,1644
Character #1102,First Citizen,Bartender,Female,Android,None,Sad,61,45,47,90,51,293,Low,True,1333
Character #1103,First Citizen,Chat Support,Male,Android,None,Alien,47,68,70,85,27,290,Low,True,911
Character #1104,First Citizen,Worker,Male,Human,None,Bloodshot,27,43,23,22,89,295,Low,False,1919
Character #1105,First Citizen,Tech Weapon Dealer,Male,Human,None,Skeptical,80,62,63,79,98,878,Mid,True,381
Character #1106,First Citizen,Nerd,Male,Human,None,Scar,31,50,32,52,71,437,Low,True,921
Character #1107,First Citizen,Nerd,Female,Human,None,Suspicious,37,84,44,48,85,444,Low,True,683
Character #1108,First Citizen,Celebrity,Female,Human,None,Scar,94,94,96,80,90,1452,High,True,160
Character #1109,First Citizen,Bartender,Female,Mutant,None,Angry,29,50,28,12,62,296,Low,True,1861
Character #1110,First Citizen,Cyber Ninja,Female,Human,None,Angry,62,81,92,74,90,879,Mid,True,361
Character #1111,First Citizen,Officer,Female,Human,None,Scar,39,89,12,92,71,438,Low,True,1077
Character #1112,First Citizen,Cyberstreet Trader,Female,Human,None,Skeptical,95,56,74,41,88,584,Mid,False,679
Character #1113,First Citizen,Club Owner,Female,Human,None,Robot,51,38,72,44,24,581,Mid,True,675
Character #1114,First Citizen,Mercenary,Male,Human,None,Sad,50,70,18,78,53,582,Mid,True,859
Character #1115,First Citizen,Chef,Female,Human,None,Focused,30,10,88,38,45,442,Low,True,1245
Character #1116,First Citizen,Bartender,Female,Human,None,Sad,79,60,62,95,21,298,Low,True,1370
Character #1117,First Citizen,Bartender,Female,Human,None,Alien,93,86,24,44,76,292,Low,True,878
Character #1118,First Citizen,Cyberstreet Trader,Female,Mutant,None,Demon Eyes,61,52,30,28,77,586,Mid,True,318
Character #1119,First Citizen,Punk,Male,Human,None,Angry,74,37,26,67,25,440,Low,True,1252
Character #1120,First Citizen,Grunt,Female,Human,None,Focused,24,71,95,79,46,298,Low,True,1372
Character #1121,First Citizen,Developer,Female,Ape,Athele,Grumpy,97,26,92,57,60,443,Low,True,149
Character #1122,First Citizen,Corporate,Female,Android,None,Bloodshot,11,72,77,21,88,443,Low,True,762
Character #1123,First Citizen,Club Owner,Female,Android,None,Cyborg,98,50,58,49,23,582,Mid,True,459
Character #1124,First Citizen,Nerd,Female,Android,None,Focused,67,21,23,86,15,436,Low,True,906
Character #1125,First Citizen,Bartender,Female,Human,None,Paranoid,50,99,83,75,68,297,Low,True,989
Character #1126,First Citizen,Tech Runner,Female,Human,None,Suspicious,17,80,15,38,50,586,Mid,True,1561
Character #1127,First Citizen,Cook,Male,Human,None,Bloodshot,78,88,44,65,50,296,Low,True,1293
Character #1128,First Citizen,Worker,Female,Android,None,Suspicious,56,33,10,96,73,290,Low,True,1445
Character #1129,First Citizen,Chat Support,Male,Android,None,Robot,43,63,28,42,56,294,Low,True,1232
Character #1130,First Citizen,Developer,Female,Human,None,Bloodshot,80,32,89,82,75,443,Low,False,736
Character #1131,First Citizen,Mercenary,Female,Human,None,Alien,43,98,89,70,39,583,Mid,True,457
Character #1132,First Citizen,Club Owner,Male,Human,None,Scar,86,56,92,45,93,587,Mid,True,506
Character #1133,First Citizen,Club Owner,Male,Human,None,Bloodshot,56,74,84,53,83,583,Mid,True,559
Character #1134,First Citizen,Driver,Female,Mutant,None,Skeptical,45,20,34,93,81,294,Low,True,1419
Character #1135,First Citizen,Tech Weapon Dealer,Female,Aeon,Dense,Angry,96,82,90,99,84,876,Mid,True,37
Character #1136,First Citizen,Corporate,Male,Human,None,Robot,69,75,43,85,57,444,Low,True,466
Character #1137,First Citizen,Exectuive,Female,Demon,Dense,Tired,84,91,88,84,99,876,Mid,True,47
Character #1138,First Citizen,Worker,Female,Albino,None,Angry,52,36,96,32,15,296,Low,True,1068
Character #1139,First Citizen,Grunt,Female,Human,None,Suspicious,54,48,47,90,36,296,Low,False,1652
Character #1140,First Citizen,Club Owner,Female,Human,None,Focused,98,89,56,73,25,587,Mid,True,575
Character #1141,First Citizen,Builder,Female,Android,None,Alien,42,90,78,60,19,298,Low,True,898
Character #1142,First Citizen,Bartender,Female,Android,None,Sad,21,67,43,62,82,292,Low,True,1466
Character #1143,First Citizen,Samurai,Female,Ape,Shield,Suspicious,58,17,72,23,92,580,Mid,True,183
Character #1144,First Citizen,Bartender,Female,Mutant,None,Paranoid,89,81,98,46,53,299,Low,True,796
Character #1145,First Citizen,Cook,Male,Human,None,Bloodshot,94,58,38,92,46,290,Low,True,1274
Character #1146,First Citizen,Cook,Female,Human,None,Bloodshot,81,41,21,28,53,292,Low,True,1878
Character #1147,First Citizen,Cook,Female,Ape,Hard Gut,Sad,18,40,88,39,44,293,Low,True,265
Character #1148,First Citizen,Assistant,Female,Mutant,None,Focused,43,86,67,43,49,291,Low,True,1237
Character #1149,First Citizen,Builder,Female,Human,None,Paranoid,95,75,31,43,84,291,Low,True,1286
Character #1150,First Citizen,Driver,Male,Human,None,Scar,94,79,94,23,21,293,Low,True,1449
Character #1151,First Citizen,Cyberstreet Trader,Female,Human,None,Grumpy,39,31,45,88,72,586,Mid,True,1037
Character #1152,First Citizen,Grunt,Female,Ape,Athele,Focused,86,99,25,28,23,293,Low,True,207
Character #1153,First Citizen,Club Owner,Female,Mutant,None,Paranoid,36,62,58,77,72,580,Mid,True,551
Character #1154,First Citizen,Exectuive,Female,Human,None,Paranoid,71,94,57,66,89,876,Mid,True,285
Character #1155,First Citizen,Slayer,Female,Ape,Weapon Check,Scar,94,78,85,71,70,1459,High,True,31
Character #1156,First Citizen,Worker,Male,Human,None,Suspicious,31,63,98,95,85,297,Low,True,966
Character #1157,First Citizen,Builder,Male,Android,None,Focused,71,40,51,25,48,299,Low,True,1690
Character #1158,First Citizen,Cook,Male,Android,None,Grumpy,90,24,75,16,81,296,Low,True,1307
Character #1159,First Citizen,Club Owner,Male,Human,None,Bloodshot,50,93,64,48,76,586,Mid,True,618
Character #1160,First Citizen,Scavenger,Male,Human,None,Paranoid,48,85,67,78,77,437,Low,True,518
Character #1161,First Citizen,Driver,Male,Human,None,Bloodshot,16,63,48,52,68,297,Low,True,1842
Character #1162,First Citizen,Developer,Female,Mutant,None,Paranoid,42,71,38,77,62,437,Low,False,808
Character #1163,First Citizen,Developer,Male,Android,None,Alien,97,94,57,51,19,443,Low,True,528
Character #1164,First Citizen,Corporate,Female,Human,None,Grumpy,45,97,59,12,27,440,Low,True,1024
Character #1165,First Citizen,Driver,Male,Human,None,Scar,66,62,28,76,15,293,Low,True,1822
Character #1166,First Citizen,Driver,Male,Android,None,Bloodshot,74,14,60,11,83,294,Low,True,1726
Character #1167,First Citizen,Chef,Female,Human,None,Paranoid,61,89,98,82,56,444,Low,False,502
Character #1168,First Citizen,Builder,Male,Android,None,Bloodshot,94,87,45,59,10,296,Low,True,1334
Character #1169,First Citizen,Grunt,Male,Human,None,Angry,18,82,48,70,57,290,Low,True,1599
Character #1170,First Citizen,Developer,Male,Human,None,Skeptical,70,90,81,29,62,435,Low,True,799
Character #1171,First Citizen,Samurai,Male,Albino,None,Focused,85,74,35,73,44,581,Mid,True,445
Character #1172,First Citizen,Assistant,Female,Android,None,Suspicious,13,24,27,33,36,295,Low,True,1994
Character #1173,First Citizen,Bartender,Male,Human,None,Robot,82,31,40,19,77,290,Low,True,1238
Character #1174,First Citizen,Assistant,Male,Human,None,Scar,98,33,65,65,31,295,Low,True,1508
Character #1175,First Citizen,Corporate,Male,Human,None,Angry,22,36,56,81,53,437,Low,True,970
Character #1176,First Citizen,Bartender,Male,Human,None,Focused,68,11,71,21,66,291,Low,True,1832
Character #1177,First Citizen,Bartender,Female,Human,None,Sad,94,47,12,65,83,298,Low,True,1492
Character #1178,First Citizen,Assistant,Female,Human,None,Bloodshot,38,60,79,29,78,295,Low,True,1588
Character #1179,First Citizen,Officer,Male,Ape,Locksmith,Paranoid,48,41,71,14,48,437,Low,True,294
Character #1180,First Citizen,Cyberstreet Trader,Female,Ape,Hard Gut,Paranoid,54,38,58,74,25,586,Mid,True,194
Character #1181,First Citizen,Cyberstreet Trader,Male,Human,None,Sad,34,41,22,73,99,585,Mid,True,1089
Character #1182,First Citizen,Bartender,Male,Human,None,Angry,45,48,58,89,25,290,Low,True,1654
Character #1183,First Citizen,Chat Support,Male,Android,Hard Gut,Focused,71,35,83,14,75,295,Low,True,289
Character #1184,First Citizen,Mercenary,Male,Mutant,None,Angry,83,79,54,80,78,585,Mid,True,448
Character #1185,First Citizen,Driver,Male,Human,None,Tired,14,64,14,31,24,291,Low,True,2005
Character #1186,First Citizen,Tech Runner,Male,Human,None,Robot,56,60,16,77,46,587,Mid,True,732
Character #1187,First Citizen,Cook,Female,Ape,Hard Gut,Grumpy,39,38,79,77,92,299,Low,True,196
Character #1188,First Citizen,Grunt,Male,Mutant,None,Angry,15,35,40,82,19,296,Low,True,1821
Character #1189,First Citizen,Driver,Female,Human,None,Sad,89,20,52,56,51,296,Low,True,1736
Character #1190,First Citizen,Worker,Male,Mutant,None,Alien,89,63,79,12,41,296,Low,True,792
Character #1191,First Citizen,Worker,Female,Android,None,Cyborg,78,14,57,44,58,298,Low,False,883
Character #1192,First Citizen,Driver,Male,Human,None,Sad,16,45,56,28,78,293,Low,True,1917
Character #1193,First Citizen,Grunt,Male,Albino,None,Angry,53,85,12,31,53,290,Low,True,1113
Character #1194,First Citizen,Club Promoter,Female,Human,None,Paranoid,45,25,29,33,15,439,Low,True,1858
Character #1195,First Citizen,Assistant,Male,Human,None,Demon Eyes,48,82,52,41,85,298,Low,False,365
Character #1196,First Citizen,Tech Runner,Female,Human,None,Sad,49,11,21,91,25,588,Mid,True,1570
Character #1197,First Citizen,Bartender,Female,Android,None,Skeptical,30,46,47,58,87,298,Low,True,1489
Character #1198,First Citizen,Developer,Female,Human,None,Angry,58,27,51,20,24,436,Low,True,1721
Character #1199,First Citizen,Club Owner,Male,Human,None,Paranoid,37,62,93,50,33,586,Mid,True,805
Character #1200,First Citizen,Developer,Male,Human,None,Suspicious,49,84,78,53,52,444,Low,True,917
Character #1201,First Citizen,Cook,Female,Mutant,None,Bloodshot,30,89,74,82,68,295,Low,True,919
Character #1202,First Citizen,Assistant,Female,Albino,None,Bloodshot,37,28,11,72,39,293,Low,True,1501
Character #1203,First Citizen,Bartender,Male,Albino,None,Tired,33,72,66,89,65,294,Low,True,689
Character #1204,First Citizen,Cyberstreet Trader,Male,Human,None,Cyborg,63,66,90,47,22,589,Mid,True,554
Character #1205,First Citizen,Exectuive,Male,Android,None,Bloodshot,51,83,53,67,69,874,Mid,True,302
Character #1206,First Citizen,Club Promoter,Female,Human,None,Robot,15,79,53,11,64,442,Low,True,916
Character #1207,First Citizen,Bartender,Male,Android,None,Suspicious,98,13,74,99,41,294,Low,True,1119
Character #1208,First Citizen,Grunt,Female,Human,None,Skeptical,60,62,66,80,12,295,Low,True,1592
Character #1209,First Citizen,Chat Support,Male,Human,None,Sad,33,89,92,62,12,297,Low,True,1631
Character #1210,First Citizen,Club Promoter,Female,Human,None,Suspicious,58,57,43,75,35,437,Low,True,1152
Character #1211,First Citizen,Exectuive,Female,Human,None,Bloodshot,85,67,73,92,99,876,Mid,True,253
Character #1212,First Citizen,Developer,Male,Android,None,Focused,54,72,33,24,73,438,Low,True,1060
Character #1213,First Citizen,Samurai,Female,Ape,Dense,Scar,78,70,17,26,70,587,Mid,True,191
Character #1214,First Citizen,Builder,Male,Human,None,Sad,56,66,88,49,26,295,Low,True,1582
Character #1215,First Citizen,Developer,Male,Android,None,Grumpy,69,66,65,31,47,441,Low,True,924
Character #1216,First Citizen,Chat Support,Female,Ghost,Shield,Scar,75,59,33,57,77,295,Low,True,119
Character #1217,First Citizen,Cyberstreet Trader,Male,Human,None,Tired,18,59,30,95,28,588,Mid,True,1324
Character #1218,First Citizen,Builder,Female,Human,None,Paranoid,96,74,31,33,96,290,Low,True,1269
Character #1219,First Citizen,Scavenger,Male,Human,None,Tired,94,21,67,14,74,441,Low,True,765
Character #1220,First Citizen,Chat Support,Female,Android,None,Angry,80,99,84,24,15,291,Low,True,1303
Character #1221,First Citizen,Bartender,Male,Human,None,Sad,63,61,33,35,26,297,Low,True,1901
Character #1222,First Citizen,Bartender,Female,Ape,Locksmith,Scar,52,51,74,87,47,292,Low,True,270
Character #1223,First Citizen,Nerd,Male,Android,None,Suspicious,11,50,25,67,99,440,Low,True,739
Character #1224,First Citizen,Worker,Female,Android,None,Robot,78,77,85,60,84,296,Low,True,504
Character #1225,First Citizen,Bartender,Male,Android,None,Grumpy,75,99,45,36,28,292,Low,True,1364
Character #1226,First Citizen,Chat Support,Female,Human,None,Suspicious,33,71,12,31,62,292,Low,True,1954
Character #1227,First Citizen,Punk,Male,Human,None,Skeptical,95,70,74,70,59,436,Low,True,595
Character #1228,First Citizen,Grunt,Male,Mutant,None,Bloodshot,25,41,96,27,28,293,Low,True,1732
Character #1229,First Citizen,Grunt,Female,Mutant,None,Grumpy,15,29,93,76,90,294,Low,True,1127
Character #1230,First Citizen,Tech Runner,Male,Human,None,Skeptical,66,99,19,22,35,584,Mid,True,1233
Character #1231,First Citizen,Architect,Female,Mutant,None,Skeptical,51,97,73,68,98,874,Mid,True,189
Character #1232,First Citizen,Worker,Female,Human,None,Bloodshot,85,64,20,74,43,296,Low,True,1527
Character #1233,First Citizen,Day One Bitcoin Investor,Male,Demon,Shield,Tired,97,83,81,84,82,1459,High,True,18
Character #1234,First Citizen,Punk,Female,Human,None,Tired,35,46,68,36,66,444,Low,True,1120
Character #1235,First Citizen,Builder,Male,Human,None,Robot,85,94,41,91,45,294,Low,True,694
Character #1236,First Citizen,Assassin,Female,Aeon,Ghost Walk,Paranoid,99,89,86,87,88,877,Mid,True,16
Character #1237,First Citizen,Tech Runner,Male,Human,None,Sad,68,63,12,73,18,589,Mid,True,1318
Character #1238,First Citizen,Builder,Female,Human,None,Suspicious,15,80,83,26,68,290,Low,True,1667
Character #1239,First Citizen,Club Promoter,Female,Human,None,Sad,30,43,17,73,32,444,Low,True,1634
Character #1240,First Citizen,Cook,Female,Android,None,Angry,99,69,81,30,35,295,Low,True,1104
Character #1241,First Citizen,Assistant,Female,Mutant,None,Skeptical,99,69,29,78,82,292,Low,True,831
Character #1242,First Citizen,Worker,Female,Android,None,Tired,26,94,95,93,19,292,Low,False,1014
Character #1243,First Citizen,Builder,Male,Human,None,Angry,26,38,20,79,70,296,Low,True,1828
Character #1244,First Citizen,Chat Support,Female,Human,None,Sad,86,87,48,55,13,294,Low,True,1630
Character #1245,First Citizen,Bartender,Male,Human,None,Sad,65,77,33,69,52,292,Low,True,1520
Character #1246,First Citizen,Worker,Female,Android,None,Robot,52,21,40,37,15,295,Low,True,1552
Character #1247,First Citizen,Club Promoter,Male,Android,None,Suspicious,12,46,83,96,31,437,Low,True,985
Character #1248,First Citizen,CEO,Male,Human,None,Bloodshot,99,72,88,92,92,1452,High,True,91
Character #1249,First Citizen,Club Promoter,Female,Human,None,Angry,14,62,84,82,11,441,Low,True,1197
Character #1250,First Citizen,Driver,Female,Human,None,Suspicious,11,44,53,40,30,295,Low,False,1990
Character #1251,First Citizen,Chat Support,Male,Mutant,None,Glowing,15,92,62,68,76,294,Low,True,398
Character #1252,First Citizen,Bartender,Male,Ape,Dead Eye,Suspicious,81,73,15,81,92,296,Low,True,346
Character #1253,First Citizen,Cyberstreet Trader,Female,Android,None,Grumpy,82,14,12,45,33,580,Mid,True,1427
Character #1254,First Citizen,Assistant,Female,Human,None,Sad,44,20,64,76,45,295,Low,True,1779
Character #1255,First Citizen,Developer,Male,Human,None,Paranoid,48,78,58,15,57,437,Low,True,1253
Character #1256,First Citizen,Punk,Female,Ape,Shield,Paranoid,52,74,91,99,70,444,Low,True,153
Character #1257,First Citizen,Cook,Female,Ape,Locksmith,Skeptical,42,33,49,23,32,296,Low,True,354
Character #1258,First Citizen,Worker,Male,Android,None,Tired,63,14,12,40,29,296,Low,True,1938
Character #1259,First Citizen,Mercenary,Male,Human,None,Grumpy,41,97,61,24,55,583,Mid,True,776
Character #1260,First Citizen,Builder,Female,Mutant,None,Grumpy,57,98,67,66,28,299,Low,True,1049
Character #1261,First Citizen,Chef,Male,Android,None,Sad,25,30,82,20,93,439,Low,True,862
Character #1262,First Citizen,Mercenary,Female,Mutant,None,Suspicious,44,61,94,54,44,582,Mid,True,586
Character #1263,First Citizen,Cook,Female,Android,None,Focused,15,32,42,72,13,290,Low,True,1930
Character #1264,First Citizen,Driver,Female,Human,None,Tired,66,90,32,23,70,298,Low,True,1633
Character #1265,First Citizen,Day One Bitcoin Investor,Female,Albino,None,Bloodshot,85,93,71,97,75,1454,High,True,77
Character #1266,First Citizen,Day One Bitcoin Investor,Male,Human,None,Robot,83,70,93,83,97,1450,High,False,79
Character #1267,First Citizen,Corporate,Female,Android,None,Scar,88,51,40,27,18,438,Low,True,960
Character #1268,First Citizen,Driver,Male,Human,None,Suspicious,60,89,71,38,54,292,Low,True,1485
Character #1269,First Citizen,Punk,Female,Android,None,Sad,40,90,42,19,83,443,Low,False,868
Character #1270,First Citizen,Chat Support,Male,Human,None,Angry,57,71,36,87,74,291,Low,True,1341
Character #1271,First Citizen,Grunt,Male,Android,None,Sad,24,31,65,77,55,291,Low,True,1605
Character #1272,First Citizen,Chef,Male,Human,None,Paranoid,75,71,58,55,54,443,Low,True,713
Character #1273,First Citizen,Chat Support,Male,Human,None,Suspicious,61,87,60,56,70,292,Low,True,1335
Character #1274,First Citizen,Driver,Male,Human,None,Paranoid,68,59,20,88,95,293,Low,True,1328
Character #1275,First Citizen,Grunt,Male,Albino,None,Scar,75,98,14,17,64,299,Low,True,947
Character #1276,First Citizen,Cyber Ninja,Female,Human,None,Demon Eyes,54,75,98,73,58,872,Mid,True,152
Character #1277,First Citizen,Scavenger,Male,Human,None,Cyborg,77,74,55,32,52,437,Low,True,468
Character #1278,First Citizen,Samurai,Female,Albino,None,Bloodshot,77,83,57,22,28,580,Mid,True,497
Character #1279,First Citizen,Mercenary,Female,Human,None,Skeptical,23,59,77,44,70,582,Mid,True,815
Character #1280,First Citizen,Club Promoter,Female,Albino,None,Scar,13,46,34,29,35,442,Low,True,1108
Character #1281,First Citizen,Driver,Male,Human,None,Paranoid,45,12,69,85,24,297,Low,True,1874
Character #1282,First Citizen,Corporate,Male,Human,None,Scar,14,42,83,68,77,440,Low,True,789
Character #1283,First Citizen,Assistant,Male,Human,None,Sad,61,30,96,63,33,293,Low,True,1578
Character #1284,First Citizen,Chat Support,Male,Human,None,Bloodshot,10,51,18,18,10,299,Low,True,2016
Character #1285,First Citizen,Chat Support,Male,Human,None,Alien,30,84,39,60,66,290,Low,True,1189
Character #1286,First Citizen,Exectuive,Female,Human,None,Grumpy,86,82,64,96,80,877,Mid,True,254
Character #1287,First Citizen,Tech Runner,Male,Human,None,Alien,98,32,33,42,54,581,Mid,True,754
Character #1288,First Citizen,Cyberstreet Trader,Male,Human,None,Grumpy,64,48,23,94,81,583,Mid,True,842
Character #1289,First Citizen,Club Owner,Male,Mutant,None,Bloodshot,88,93,36,83,89,583,Mid,True,443
Character #1290,First Citizen,Cook,Female,Human,None,Scar,62,88,13,72,46,296,Low,True,1555
Character #1291,First Citizen,Assistant,Male,Ape,Revive,Paranoid,49,88,61,76,85,291,Low,True,136
Character #1292,First Citizen,Corporate,Female,Human,None,Robot,23,82,42,56,25,437,Low,True,707
