ID;Credits;CreditSupplyProportion;AdditionalItem;CreditMultiplier;OpenedBy
1428;295;0.000245;None;Low;1427
1429;294;0.000245;Pocket Knife;Low;1429
1430;295;0.000245;None;Low;1430
1431;292;0.000243;Wooden Cup;Low;1431
1432;296;0.000246;Gold Cake;Low;1432
1433;875;0.000729;Pocket Knife;High;1433
1434;290;0.000241;Book;Medium;0
1435;436;0.000363;None;Low;1435
1436;261;0.000217;Book;Low;858
1437;873;0.000727;None;Low;1822
1438;292;0.000243;Cyber Cat;Medium High;1438
1439;1451;0.001209;None;Medium;1439
1440;291;0.000242;None;Low;1440
1441;295;0.000245;None;Very High;1385
1442;299;0.000249;Nuclear Bomb;Medium;1442
1443;586;0.000488;Wrench;Low;1443
1444;587;0.000489;None;Low;0
1445;583;0.000485;1st Edition Book;Medium High;1445
1446;585;0.000487;Wrench;Low;1446
1447;294;0.000245;Gold Cake;Medium;1447
1448;297;0.000247;None;Low;1448
1449;299;0.000249;None;Low;1449
1450;442;0.000368;Wooden Cup;Medium;1450
1451;390;0.000325;1 Dogecoin;Low;0
1452;581;0.000484;Newspaper;Low;1452
1453;870;0.000725;Cheat Codes;Medium High;1453
1454;1301;0.001084;None;Low;1260
1455;290;0.000241;None;Medium High;1455
1456;298;0.000248;None;Low;0
1457;588;0.000490;None;High;1457
1458;296;0.000246;Wrench;Low;1458
1459;296;0.000246;Wooden Cup;High;1871
1460;438;0.000365;None;Low;1460
1461;395;0.000329;None;Low;0
1462;436;0.000363;Trash Basket;Medium;1462
1463;297;0.000247;None;Low;1463
1464;292;0.000243;None;Low;1464
1465;297;0.000247;None;Very High;1798
1466;298;0.000248;None;Low;1466
1467;290;0.000241;Sandwich;Medium;1467
1468;584;0.000486;None;Medium;767
1469;298;0.000248;None;Medium High;0
1470;436;0.000363;Trash Basket;Low;1470
1471;589;0.000490;None;Medium;1663
1472;296;0.000246;None;Medium;1472
1473;298;0.000248;None;Medium High;1473
1474;294;0.000245;None;Low;1474
1475;291;0.000242;None;Low;0
1476;437;0.000364;Trash Basket;Low;1476
1477;586;0.000488;Nuclear Bomb;Low;815
1478;291;0.000242;None;Low;1478
1479;585;0.000487;Trash Basket;Medium;1479
1480;436;0.000363;None;Low;1480
1481;435;0.000362;None;Medium;1481
1482;585;0.000487;None;Low;1482
1483;296;0.000246;Cyber Penguin;Medium;1483
1484;293;0.000244;Wooden Cup;Low;0
1485;587;0.000489;None;Low;167
1486;290;0.000241;Trash Basket;Low;1486
1487;299;0.000249;Wrench;Low;1487
1488;438;0.000365;None;Very High;1488
1489;438;0.000365;Gold Cake;Low;0
1490;523;0.000435;Sushi Roll;Low;0
1491;269;0.000224;Cyber Hamster;Low;0
1492;299;0.000249;None;Low;1492
1493;588;0.000490;None;Low;1493
1494;878;0.000731;Cheat Codes;Medium;177
1495;435;0.000362;None;Medium High;1495
1496;298;0.000248;Pocket Knife;Low;1496
1497;297;0.000247;Cyber Cat;Low;1497
1498;291;0.000242;Cup of Scotch;Low;0
1499;875;0.000729;Sandwich;Low;28
1500;583;0.000485;Cyber Hamster;Very High;1500
1501;589;0.000490;None;High;1501
1502;299;0.000249;Sandwich;Low;158
1503;299;0.000249;Wrench;Medium High;1503
1504;581;0.000484;None;Medium;1238
1505;444;0.000370;Wrench;Low;0
1506;589;0.000490;None;Low;1506
1507;299;0.000249;None;Low;1340
1508;878;0.000731;Sushi Roll;Low;1508
1509;296;0.000246;None;Low;0
1510;436;0.000363;None;Medium;1510
1511;438;0.000365;Trash Basket;Low;1920
1512;877;0.000730;None;Very High;1512
1513;588;0.000490;Newspaper;Low;1509
1514;437;0.000364;1st Edition Book;Low;876
1515;398;0.000331;Cup of Scotch;Low;0
1516;1457;0.001214;None;Low;1516
1517;443;0.000369;None;Low;0
1518;438;0.000365;None;Low;1518
1519;870;0.000725;None;Medium;1519
1520;589;0.000490;Cyber Cat;Medium;1520
1521;440;0.000366;None;Low;1521
1522;521;0.000434;None;Low;0
1523;437;0.000364;Trash Basket;Low;1523
1524;443;0.000369;None;Low;1543
1525;291;0.000242;None;Medium;1525
1526;436;0.000363;None;Low;1526
1527;876;0.000730;None;High;1527
1528;583;0.000485;None;Medium;1528
1529;299;0.000249;Newspaper;Low;34
1530;581;0.000484;Pocket Knife;Low;1530
1531;444;0.000370;None;Medium;1531
1532;299;0.000249;Nuclear Bomb;Low;1532
1533;439;0.000365;Pocket Knife;Low;1533
1534;290;0.000241;None;Medium High;1534
1535;870;0.000725;None;High;1126
1536;523;0.000435;Trash Basket;High;979
1537;293;0.000244;None;High;364
1538;442;0.000368;Sandwich;Medium;1538
1539;524;0.000436;Trash Basket;Medium;924
1540;588;0.000490;Sandwich;Low;1540
1541;443;0.000369;None;Medium High;1541
1542;296;0.000246;Wooden Cup;Medium;1232
1543;269;0.000224;None;Low;0
1544;437;0.000364;Newspaper;Low;1544
1545;440;0.000366;None;Low;1545
1546;292;0.000243;None;Low;1546
1547;295;0.000245;Wrench;Medium;0
1548;442;0.000368;None;Medium;1548
1549;268;0.000223;None;Low;0
1550;293;0.000244;None;High;1550
1551;443;0.000369;None;Medium High;1551
1552;1452;0.001210;Cup of Scotch;Medium;148
1553;298;0.000248;None;Medium;1583
1554;294;0.000245;Nuclear Bomb;Medium High;1554
1555;876;0.000730;1st Edition Book;Medium;1555
1556;297;0.000247;Newspaper;Very High;1556
1557;294;0.000245;None;Low;1808
1558;298;0.000248;Wrench;Low;1558
1559;295;0.000245;Wooden Cup;Medium;1559
1560;265;0.000220;Pocket Knife;Low;0
1561;588;0.000490;Trash Basket;Very High;1561
1562;293;0.000244;Sushi Roll;Low;1562
1563;879;0.000732;Sushi Roll;Low;1563
1564;299;0.000249;None;Low;1564
1565;294;0.000245;Trash Basket;High;1565
1566;437;0.000364;None;Medium;1566
1567;877;0.000730;Cup of Scotch;Low;1567
1568;439;0.000365;None;Medium;1568
1569;290;0.000241;None;Medium;1569
1570;587;0.000489;None;Medium;1570
1571;876;0.000730;None;Medium;1571
1572;295;0.000245;Trash Basket;Medium;1572
1573;297;0.000247;Sandwich;Medium;1573
1574;584;0.000486;Wooden Cup;Medium;1574
1575;297;0.000247;None;Medium;0
1576;436;0.000363;None;High;1576
1577;299;0.000249;Trash Basket;Low;1577
1578;439;0.000365;None;Low;1194
1579;267;0.000222;None;Low;0
1580;438;0.000365;Wooden Cup;Medium;1580
1581;582;0.000485;None;Low;1581
1582;871;0.000725;None;High;1582
1583;297;0.000247;Gold Cake;Low;123
1584;581;0.000484;None;Medium;1584
1585;437;0.000364;Newspaper;Medium High;0
1586;439;0.000365;Book;Very High;1586
1587;295;0.000245;None;Medium High;1587
1588;435;0.000362;None;Very High;1588
1589;267;0.000222;None;Low;0
1590;585;0.000487;None;Low;0
1591;290;0.000241;Knife;Low;0
1592;298;0.000248;None;Low;1592
1593;581;0.000484;Wrench;Low;1593
1594;398;0.000331;None;Medium;397
1595;441;0.000367;None;Medium;1595
1596;267;0.000222;Newspaper;Medium;0
1597;390;0.000325;None;Low;800
1598;439;0.000365;None;Very High;1598
1599;876;0.000730;None;Very High;1599
1600;298;0.000248;Cyber Dog;Low;0
1601;290;0.000241;Cyber Hamster;Low;1601
1602;588;0.000490;None;Low;1602
1603;438;0.000365;Wooden Cup;Low;1603
1604;290;0.000241;None;Medium High;1604
1605;297;0.000247;Book;Medium;1605
1606;267;0.000222;Sushi Roll;Medium;1484
1607;580;0.000483;None;Medium High;1607
1608;297;0.000247;Sandwich;Medium;1608
1609;295;0.000245;Pocket Knife;Low;0
1610;298;0.000248;None;Medium High;1610
1611;297;0.000247;None;Medium;1611
1612;585;0.000487;Wrench;Low;1612
1613;873;0.000727;None;Medium;1613
1614;299;0.000249;Trash Basket;Medium;1614
1615;436;0.000363;Gold Cake;Low;1615
1616;871;0.000725;None;Low;1616
1617;878;0.000731;None;High;312
1618;292;0.000243;Sandwich;Low;1618
1619;441;0.000367;Wrench;Low;1619
1620;294;0.000245;None;Low;1620
1621;299;0.000249;1st Edition Book;Medium;1621
1622;263;0.000219;1 Dogecoin;Medium;537
1623;261;0.000217;Cyber Penguin;Low;0
1624;297;0.000247;Gold Cake;Medium;1624
1625;876;0.000730;None;Low;1625
1626;439;0.000365;None;Low;1626
1627;292;0.000243;None;Medium High;1627
1628;297;0.000247;None;?;868
1629;261;0.000217;None;Medium;893
1630;585;0.000487;1 Bitcoin;Medium;1630
1631;524;0.000436;Book;Medium High;409
1632;297;0.000247;None;Medium;0
1633;584;0.000486;None;Low;1633
1634;292;0.000243;Wooden Cup;Very High;1634
1635;294;0.000245;None;Low;1635
1636;294;0.000245;None;Low;0
1637;442;0.000368;1 Dogecoin;Low;1637
1638;439;0.000365;Sandwich;Medium High;1638
1639;292;0.000243;Wrench;Medium;1639
1640;397;0.000330;Trash Basket;Low;0
1641;297;0.000247;Gold Cake;Low;1641
1642;441;0.000367;None;Medium;1642
1643;444;0.000370;None;High;1643
1644;879;0.000732;None;Low;0
1645;290;0.000241;Trash Basket;Medium;1645
1646;292;0.000243;None;Medium;1646
1647;298;0.000248;None;Low;1647
1648;297;0.000247;Pocket Knife;Medium;1648
1649;522;0.000435;Pocket Knife;Low;0
1650;299;0.000249;None;Low;0
1651;290;0.000241;Knife;Low;0
1652;294;0.000245;None;Medium High;1652
1653;268;0.000223;None;Medium High;1514
1654;292;0.000243;None;Medium;1654
1655;439;0.000365;None;Low;1655
1656;586;0.000488;None;Low;0
1657;1452;0.001210;Sushi Roll;Very High;321
1658;529;0.000440;Trash Basket;Medium;0
1659;436;0.000363;Wooden Cup;Medium High;1659
1660;290;0.000241;Cup of Scotch;Medium;0
1661;291;0.000242;Trash Basket;Low;1661
1662;871;0.000725;Wooden Cup;Low;1662
1663;260;0.000216;1 Bitcoin;Low;0
1664;291;0.000242;None;Low;1664
1665;589;0.000490;None;Low;0
1666;295;0.000245;None;Very High;1693
1667;297;0.000247;None;Medium;1666
1668;291;0.000242;Book;High;1668
1669;290;0.000241;None;Low;1669
1670;439;0.000365;1 Dogecoin;Low;1670
1671;299;0.000249;None;Low;1671
1672;292;0.000243;Wrench;Low;1672
1673;444;0.000370;None;Medium High;17
1674;437;0.000364;Cyber Penguin;Medium;1674
1675;290;0.000241;Book;Medium High;1675
1676;297;0.000247;1st Edition Book;Low;1676
1677;588;0.000490;None;Medium;1677
1678;295;0.000245;Trash Basket;Low;0
1679;295;0.000245;None;Medium;1679
1680;440;0.000366;Trash Basket;Low;1680
1681;291;0.000242;None;Low;1681
1682;266;0.000221;None;Medium High;0
1683;290;0.000241;Trash Basket;Low;1103
1684;587;0.000489;Newspaper;Low;1684
1685;589;0.000490;Cyber Cat;Low;1685
1686;581;0.000484;None;Medium;1686
1687;440;0.000366;None;Low;1330
1688;588;0.000490;Knife;Very High;1688
1689;394;0.000328;Trash Basket;High;0
1690;439;0.000365;None;Low;1690
1691;293;0.000244;None;Medium High;153
1692;297;0.000247;Sandwich;Medium High;1692
1693;291;0.000242;Trash Basket;Low;1991
1694;435;0.000362;Gold Cake;Low;1694
1695;441;0.000367;None;Low;1695
1696;1458;0.001215;Book;Medium;1696
1697;444;0.000370;None;Low;1697
1698;291;0.000242;None;Medium;1698
1699;299;0.000249;None;Low;0
1700;292;0.000243;Newspaper;Low;1824
1701;588;0.000490;None;Very High;1701
1702;297;0.000247;Book;?;1702
1703;393;0.000327;None;High;347
1704;583;0.000485;Newspaper;Low;667
1705;269;0.000224;None;Low;0
1706;295;0.000245;Book;Low;1706
1707;290;0.000241;None;Medium;1707
1708;443;0.000369;None;Low;0
1709;440;0.000366;Wooden Cup;Medium;1709
1710;291;0.000242;None;Medium High;404
1711;443;0.000369;Knife;Medium;1711
1712;586;0.000488;None;Low;0
1713;297;0.000247;Cup of Scotch;Medium;1710
1714;436;0.000363;Cyber Hamster;Low;1714
1715;873;0.000727;Newspaper;Low;1715
1716;438;0.000365;None;Medium High;1716
1717;440;0.000366;None;Medium;1717
1718;583;0.000485;Wooden Cup;Medium;1718
1719;266;0.000221;Cup of Scotch;High;0
1720;294;0.000245;None;Medium;1720
1721;441;0.000367;None;Medium;114
1722;398;0.000331;None;Low;0
1723;294;0.000245;None;Low;1723
1724;436;0.000363;None;Low;1724
1725;294;0.000245;None;Low;1725
1726;290;0.000241;None;Low;1726
1727;261;0.000217;Sandwich;Low;245
1728;398;0.000331;None;High;0
1729;292;0.000243;Book;High;945
1730;293;0.000244;Knife;Low;1772
1731;437;0.000364;None;Medium;1748
1732;291;0.000242;1st Edition Book;Low;1732
1733;436;0.000363;Sandwich;Medium;423
1734;442;0.000368;None;High;1734
1735;298;0.000248;None;Medium;1735
1736;293;0.000244;None;Low;1736
1737;293;0.000244;1 Bitcoin;Very High;1737
1738;870;0.000725;Wooden Cup;Low;1738
1739;294;0.000245;None;High;1739
1740;441;0.000367;Trash Basket;High;1740
1741;396;0.000330;Pocket Knife;High;0
1742;528;0.000440;None;Low;0
1743;292;0.000243;Cup of Scotch;Low;0
1744;394;0.000328;Knife;Low;0
1745;292;0.000243;Wrench;Medium;1745
1746;438;0.000365;None;Low;417
1747;581;0.000484;None;Medium High;1747
1748;299;0.000249;None;Low;1810
1749;877;0.000730;None;Medium;1749
1750;522;0.000435;Trash Basket;Low;0
1751;439;0.000365;Wrench;Low;1751
1752;292;0.000243;None;Low;1752
1753;586;0.000488;Wooden Cup;Low;0
1754;438;0.000365;None;Medium;1754
1755;876;0.000730;None;Low;1755
1756;443;0.000369;1st Edition Book;Low;1756
1757;438;0.000365;Pocket Knife;Low;1757
1758;439;0.000365;None;Very High;1758
1759;580;0.000483;None;Low;411
1760;290;0.000241;Sushi Roll;Medium;136
1761;439;0.000365;None;Low;1761
1762;873;0.000727;Sushi Roll;Low;1762
1763;295;0.000245;None;Medium;1763
1764;293;0.000244;Wrench;Medium;1764
1765;290;0.000241;None;Low;1765
1766;1456;0.001213;Cheat Codes;Medium;1766
1767;582;0.000485;None;Medium;0
1768;261;0.000217;None;Medium;0
1769;583;0.000485;Wrench;Medium;1769
1770;441;0.000367;Trash Basket;Low;1770
1771;1456;0.001213;Wrench;Medium;369
1772;435;0.000362;Pocket Knife;High;1771
1773;589;0.000490;None;Very High;1773
1774;438;0.000365;1 Bitcoin;Medium High;1774
1775;589;0.000490;Newspaper;Low;0
1776;296;0.000246;Knife;Medium;1776
1777;440;0.000366;None;Medium High;1777
1778;444;0.000370;Trash Basket;Medium;1778
1779;870;0.000725;1st Edition Book;Low;727
1780;436;0.000363;Knife;Medium High;0
1781;295;0.000245;None;Medium;0
1782;584;0.000486;Sandwich;Medium;1263
1783;292;0.000243;None;Low;1783
1784;441;0.000367;None;Medium;1784
1785;291;0.000242;Trash Basket;Medium High;1785
1786;290;0.000241;Sushi Roll;Low;1786
1787;297;0.000247;None;Low;1787
1788;441;0.000367;Cyber Dog;Low;1788
1789;440;0.000366;None;High;1789
1790;299;0.000249;Trash Basket;Low;1790
1791;1453;0.001210;Cup of Scotch;Low;833
1792;585;0.000487;Newspaper;Medium;1742
1793;290;0.000241;1 Dogecoin;Low;1793
1794;290;0.000241;Book;Low;1794
1795;581;0.000484;Knife;Low;1795
1796;581;0.000484;None;Low;0
1797;292;0.000243;Book;Low;1797
1798;444;0.000370;None;Very High;1336
1799;263;0.000219;None;Low;0
1800;440;0.000366;1st Edition Book;Low;2
1801;297;0.000247;None;Medium;1800
1802;1451;0.001209;Knife;?;0
1803;1456;0.001213;None;Low;1803
1804;293;0.000244;None;Medium;1804
1805;873;0.000727;1st Edition Book;Low;1805
1806;873;0.000727;None;Low;1806
1807;581;0.000484;None;Low;1807
1808;298;0.000248;None;High;223
1809;439;0.000365;Wrench;Medium High;0
1810;1457;0.001214;1 Bitcoin;Low;721
1811;443;0.000369;Cyber Cat;Low;1812
1812;298;0.000248;None;Medium High;1811
1813;291;0.000242;None;Low;1813
1814;1451;0.001209;Gold Cake;Low;0
1815;299;0.000249;Cup of Scotch;Low;1815
1816;298;0.000248;None;Medium High;1816
1817;586;0.000488;Newspaper;Low;1817
1818;875;0.000729;None;Medium High;0
1819;583;0.000485;Sandwich;Low;1819
1820;1453;0.001210;Sushi Roll;Medium;1820
1821;583;0.000485;Book;Low;295
1822;1457;0.001214;Wrench;Low;1437
1823;437;0.000364;Sandwich;Low;1823
1824;870;0.000725;None;Low;248
1825;295;0.000245;None;Low;1825
1826;437;0.000364;Sushi Roll;High;0
1827;525;0.000437;None;Low;0
1828;581;0.000484;Cup of Scotch;Very High;742
1829;293;0.000244;Sushi Roll;Medium;1829
1830;290;0.000241;None;High;1830
1831;295;0.000245;None;Very High;1831
1832;260;0.000216;Newspaper;Low;0
1833;293;0.000244;None;Medium High;1833
1834;871;0.000725;None;High;1834
1835;294;0.000245;None;Low;0
1836;295;0.000245;None;Medium;1835
1837;581;0.000484;Sandwich;Low;1837
1838;295;0.000245;None;Low;1838
1839;294;0.000245;Sandwich;High;1839
1840;872;0.000726;Newspaper;Low;1004
1841;298;0.000248;None;Medium High;1841
1842;436;0.000363;Gold Cake;Low;1842
1843;297;0.000247;None;Medium;1843
1844;443;0.000369;None;Medium;1844
1845;292;0.000243;Sushi Roll;Medium;1687
1846;437;0.000364;None;Low;1846
1847;293;0.000244;1st Edition Book;Low;1847
1848;296;0.000246;None;Medium;277
1849;293;0.000244;None;Low;1849
1850;435;0.000362;None;Medium High;1850
1851;296;0.000246;None;Low;1851
1852;290;0.000241;None;Medium;1852
1853;1307;0.001089;Sushi Roll;Medium;0
1854;438;0.000365;None;Low;1854
1855;296;0.000246;Sandwich;Medium High;1597
1856;587;0.000489;Wrench;Medium;1856
1857;442;0.000368;None;Very High;1857
1858;440;0.000366;None;Medium;1858
1859;585;0.000487;Cup of Scotch;Low;1859
1860;580;0.000483;None;Low;1860
1861;584;0.000486;None;Very High;1861
1862;298;0.000248;Golden Bitcoin Skull of Fate;Medium;1862
1863;294;0.000245;None;Medium High;1863
1864;269;0.000224;None;Low;0
1865;299;0.000249;None;Medium;1865
1866;443;0.000369;None;Medium;1866
1867;443;0.000369;Pocket Knife;Medium;1867
1868;295;0.000245;None;Medium;1868
1869;298;0.000248;None;Medium;1869
1870;290;0.000241;None;Low;1870
1871;443;0.000369;Trash Basket;Low;1507
1872;297;0.000247;Newspaper;Low;1872
1873;437;0.000364;1st Edition Book;Low;0
1874;296;0.000246;1 Dogecoin;Low;1874
1875;296;0.000246;1 Dogecoin;High;1875
1876;875;0.000729;1 Dogecoin;Medium;1876
1877;589;0.000490;None;Low;1877
1878;584;0.000486;Sandwich;Low;1878
1879;874;0.000728;Knife;Very High;71
1880;294;0.000245;None;Low;0
1881;437;0.000364;Sandwich;Low;0
1882;437;0.000364;Trash Basket;Low;1882
1883;870;0.000725;None;High;1883
1884;586;0.000488;None;Medium;1884
1885;291;0.000242;Cup of Scotch;Low;1885
1886;294;0.000245;Cyber Hamster;Low;1886
1887;298;0.000248;Newspaper;Medium;1887
1888;440;0.000366;None;Low;1888
1889;1456;0.001213;None;Medium;1889
1890;439;0.000365;Sushi Roll;Medium;1890
1891;586;0.000488;None;Medium;0
1892;299;0.000249;None;Medium;1892
1893;873;0.000727;Wooden Cup;Low;1893
1894;296;0.000246;None;Low;641
1895;293;0.000244;None;Medium High;1899
1896;297;0.000247;Newspaper;Medium High;759
1897;294;0.000245;Book;Medium;1897
1898;440;0.000366;Wooden Cup;Low;1898
1899;290;0.000241;None;Medium;1182
1900;874;0.000728;None;Medium;1900
1901;871;0.000725;None;Medium;960
1902;294;0.000245;None;Medium High;1802
1903;292;0.000243;Knife;Medium;1903
1904;299;0.000249;Newspaper;Low;1904
1905;437;0.000364;Sandwich;Low;1905
1906;298;0.000248;Newspaper;Medium;770
1907;292;0.000243;None;Medium;1919
1908;581;0.000484;None;Low;1908
1909;260;0.000216;None;Low;0
1910;876;0.000730;Pocket Knife;Low;1910
1911;297;0.000247;None;Medium;1911
1912;444;0.000370;None;Medium;1912
1913;580;0.000483;None;High;853
1914;294;0.000245;Newspaper;Low;1914
1915;397;0.000330;None;Very High;195
1916;586;0.000488;None;Medium High;1916
1917;292;0.000243;None;Medium;551
1918;437;0.000364;None;Low;0
1919;444;0.000370;Gold Cake;Medium;1973
1920;292;0.000243;None;Low;6
1921;398;0.000331;None;Low;0
1922;444;0.000370;Sandwich;Low;1922
1923;879;0.000732;Cheat Codes;Low;1923
1924;870;0.000725;None;Low;1924
1925;290;0.000241;Sushi Roll;Low;1925
1926;268;0.000223;None;Medium High;0
1927;441;0.000367;Trash Basket;?;1927
1928;588;0.000490;Newspaper;Medium High;1928
1929;298;0.000248;None;Low;1929
1930;877;0.000730;None;Medium;1930
1931;580;0.000483;None;Low;1931
1932;442;0.000368;Wrench;Low;1932
1933;297;0.000247;Knife;High;1933
1934;297;0.000247;None;Medium;1964
1935;878;0.000731;Book;Low;0
1936;293;0.000244;None;Low;1936
1937;299;0.000249;Pocket Knife;Medium;143
1938;297;0.000247;Gold Cake;Low;1983
1939;291;0.000242;Cyber Cat;Very High;1939
1940;298;0.000248;None;Low;1940
1941;297;0.000247;Wrench;Medium;1941
1942;586;0.000488;Newspaper;Medium High;1942
1943;294;0.000245;None;Medium;1943
1944;299;0.000249;None;Low;1101
1945;293;0.000244;Book;Low;1945
1946;290;0.000241;None;Medium;1946
1947;296;0.000246;1 Dogecoin;Medium High;1947
1948;878;0.000731;None;Medium;1948
1949;441;0.000367;None;Low;1949
1950;439;0.000365;Pocket Knife;Medium;1950
1951;399;0.000332;None;Low;0
1952;439;0.000365;None;Low;1952
1953;295;0.000245;None;Medium;0
1954;436;0.000363;None;Low;0
1955;297;0.000247;Wooden Cup;Low;1951
1956;436;0.000363;Book;Medium;389
1957;588;0.000490;Book;Medium;1957
1958;291;0.000242;Knife;Low;1958
1959;299;0.000249;Trash Basket;Low;559
1960;441;0.000367;Book;Low;1960
1961;296;0.000246;None;Low;1961
1962;438;0.000365;None;Low;0
1963;299;0.000249;None;Medium;1963
1964;526;0.000438;None;High;0
1965;294;0.000245;1 Bitcoin;Medium;1965
1966;296;0.000246;None;Medium High;1966
1967;295;0.000245;None;Low;1985
1968;296;0.000246;None;Medium;1968
1969;295;0.000245;None;Low;1653
1970;878;0.000731;None;Low;1970
1971;581;0.000484;None;Low;1971
1972;299;0.000249;1 Dogecoin;Low;264
1973;1450;0.001208;Gold Cake;Low;1974
1974;442;0.000368;None;Low;325
1975;292;0.000243;Sandwich;Low;1975
1976;1453;0.001210;Book;Low;1976
1977;439;0.000365;None;Very High;543
1978;439;0.000365;None;Medium;1978
1979;298;0.000248;Newspaper;Low;1979
1980;876;0.000730;Sandwich;Medium High;1211
1981;290;0.000241;Newspaper;Low;1981
1982;436;0.000363;Cyber Dog;Medium;1982
1983;874;0.000728;Knife;Low;1984
1984;294;0.000245;None;Low;1066
1985;298;0.000248;None;Low;121
1986;436;0.000363;1 Dogecoin;Low;1640
1987;299;0.000249;None;High;1987
1988;443;0.000369;None;Medium;1334
1989;589;0.000490;Knife;Medium;993
1990;291;0.000242;None;Low;1502
1991;297;0.000247;None;Medium;1023
1992;292;0.000243;Nuclear Bomb;Medium High;1024
1993;435;0.000362;Wrench;Medium;1477
1994;581;0.000484;Book;Low;1994
1995;290;0.000241;None;Medium;1995
1996;295;0.000245;Cup of Scotch;Medium High;1996
1997;299;0.000249;None;Low;0
1998;291;0.000242;None;Medium;647
1999;438;0.000365;None;Low;1999
2000;873;0.000727;Book;Low;2000
2001;438;0.000365;None;Low;1969
2002;435;0.000362;None;Medium;139
2003;524;0.000436;None;Low;1967
2004;396;0.000330;Cup of Scotch;Low;0
2005;294;0.000245;Newspaper;Low;1392
2006;588;0.000490;None;Low;583
2007;437;0.000364;None;Medium High;0
2008;442;0.000368;None;Medium;460
2009;291;0.000242;Newspaper;Low;0
2010;585;0.000487;Wrench;High;0
2011;439;0.000365;Gold Cake;High;1021
2012;1454;0.001211;1st Edition Book;Low;1265
2013;437;0.000364;Sushi Roll;Medium;88
2014;294;0.000245;None;Low;1901
2015;293;0.000244;None;Medium;162
2016;527;0.000439;None;Low;1881
2017;442;0.000368;None;Medium;1691
2018;293;0.000244;Cup of Scotch;Low;999
2019;263;0.000219;None;Low;0
2020;298;0.000248;Newspaper;Medium;1394
2021;263;0.000219;None;Low;1371
2022;395;0.000329;None;Medium;571
2023;526;0.000438;None;Low;0
2024;268;0.000223;Trash Basket;Very High;892
2025;267;0.000222;Knife;High;0
2026;260;0.000216;None;Low;0
2027;390;0.000325;Knife;Medium;0
2028;269;0.000224;None;Low;0
2029;399;0.000332;Gold Cake;Low;589
2030;266;0.000221;Trash Basket;Medium;0
2031;267;0.000222;Trash Basket;Low;0
2032;269;0.000224;None;High;0
2033;264;0.000220;1st Edition Book;High;0
2034;267;0.000222;None;Low;1609
2035;265;0.000220;Cup of Scotch;Very High;0
2036;265;0.000220;None;Medium High;0
2037;528;0.000440;None;Medium;0
2038;399;0.000332;None;High;0
2039;397;0.000330;None;Medium;0
2040;1457;0.001214;None;Medium High;0
2041;261;0.000217;None;Low;0
2042;526;0.000438;None;Low;0
2043;266;0.000221;None;Low;0
2044;527;0.000439;Newspaper;Low;0
2045;878;0.000731;Cup of Scotch;Low;1403
2046;444;0.000370;None;Low;15
2047;267;0.000222;Wrench;Medium;0
2048;587;0.000489;None;Very High;220
2049;396;0.000330;Wooden Cup;Low;1290
2050;398;0.000331;Sandwich;Medium;0
2051;397;0.000330;Trash Basket;Medium;905
2052;394;0.000328;1st Edition Book;?;0
2053;265;0.000220;None;Medium High;0
2054;268;0.000223;1 Dogecoin;Low;0
2055;261;0.000217;1st Edition Book;Medium;0
2056;1453;0.001210;Sandwich;?;0
2057;263;0.000219;None;Medium;0
2058;268;0.000223;Knife;Low;0
2059;265;0.000220;Pocket Knife;Medium;0
2060;260;0.000216;None;Low;0
2061;520;0.000433;None;Low;0
2062;521;0.000434;Sandwich;Low;0
2063;394;0.000328;Cyber Cat;Medium;0
2064;269;0.000224;None;Low;1192
2065;269;0.000224;None;Low;0
2066;264;0.000220;Cup of Scotch;Medium;0
2067;396;0.000330;1st Edition Book;Low;0
2068;392;0.000326;None;Medium High;0
2069;261;0.000217;Pocket Knife;High;0
2070;392;0.000326;None;Medium;0
2071;269;0.000224;Cyber Penguin;Low;0
2072;1305;0.001087;None;Medium;1007
2073;264;0.000220;Cyber Hamster;Low;0
2074;261;0.000217;None;Medium;1399
2075;294;0.000245;Wrench;High;1499
2076;262;0.000218;Trash Basket;Low;0
2077;296;0.000246;None;Low;1953
2078;523;0.000435;Sandwich;Medium High;0
2079;1303;0.001085;Book;High;73
2080;521;0.000434;None;Medium High;625
2081;394;0.000328;Cyber Penguin;Low;0
2082;263;0.000219;None;Medium;0
2083;399;0.000332;Wrench;Medium;0
2084;268;0.000223;None;Low;0
2085;294;0.000245;None;Low;953
2086;1450;0.001208;1 Dogecoin;Low;1704
2087;390;0.000325;None;Low;191
2088;264;0.000220;Wrench;Low;142
2089;1309;0.001090;None;Low;643
2090;291;0.000242;None;High;0
2091;788;0.000656;None;Low;1959
2092;263;0.000219;None;Low;0
2093;263;0.000219;Wrench;Low;0
2094;529;0.000440;Book;Medium;1380
2095;524;0.000436;None;Low;0
2096;267;0.000222;None;High;0
2097;267;0.000222;None;High;1585
2098;265;0.000220;Wrench;Low;0
2099;269;0.000224;Nuclear Bomb;Low;0
2100;521;0.000434;Book;Low;0
2101;267;0.000222;Trash Basket;Low;0
2102;527;0.000439;None;High;0
2103;524;0.000436;None;Low;0
2104;525;0.000437;None;Low;0
2105;262;0.000218;None;High;0
2106;269;0.000224;None;Low;0
2107;266;0.000221;Sandwich;Medium;0
2108;267;0.000222;Nuclear Bomb;High;0
2109;261;0.000217;Book;Low;0
2110;524;0.000436;None;Low;1557
